rf_train_predictions,rf_train_probs,train_labels
1,0.8479996106889283,1
0,0.27190776364873576,0
1,0.8525530170837626,1
0,0.281731267345028,0
0,0.3492763833666338,0
0,0.4329574002653161,0
0,0.29090177621971053,0
1,0.6982721983835503,1
0,0.35886130669459704,0
0,0.238512661273447,0
0,0.20411014982361475,0
0,0.2704668183739853,0
1,0.7905167536136577,1
0,0.22099826742309514,0
0,0.24444973898767997,0
1,0.7388317054935115,1
0,0.2457120262150585,0
1,0.7780150400834355,1
0,0.17987703077997869,0
1,0.5331977066536479,1
0,0.21420893486388362,0
0,0.23232715684276048,0
0,0.3593844577024587,0
1,0.7499746291730978,1
1,0.8673069997613022,1
0,0.27282575884499133,0
1,0.6145463697949233,1
1,0.774970871332217,1
0,0.23289735261583602,0
0,0.2156148892046811,0
0,0.2615925830075675,0
1,0.7309805744891965,1
0,0.22179530660484675,0
0,0.19675087987631,0
1,0.7197803005831546,1
1,0.8905171099404072,1
0,0.33152845969673556,0
1,0.8678314212440338,1
0,0.31925418124846205,0
1,0.6092526523858504,1
0,0.35359577187874647,0
0,0.2064336037021244,0
0,0.3243044860058224,0
1,0.6484877459445255,1
0,0.33333733036452,0
1,0.7872871079292504,1
1,0.5575009373618831,1
1,0.8017800059379266,1
1,0.7869756492768754,1
0,0.19851861389984615,0
0,0.19131076834114155,0
1,0.6271791392490311,1
1,0.7845482773211878,1
0,0.36194108802174796,0
0,0.2943841036207073,0
1,0.7305011021803085,1
1,0.7015038534160227,1
1,0.5201784414372377,0
1,0.6592398788687188,1
0,0.18086216702476296,0
0,0.3913680032170143,0
1,0.6180779378872557,1
1,0.8059894220225687,1
1,0.7343256770010537,1
0,0.22772813358593436,0
1,0.8250291037573754,1
0,0.18432475631012168,0
1,0.6470260650892068,1
0,0.24691819087027983,0
1,0.6237285380487805,1
1,0.8217555706712951,1
0,0.23535393625045034,0
0,0.18352076751724122,0
0,0.37591437532614597,0
1,0.6462975546896829,1
0,0.20513328535991204,0
1,0.6162725123483266,1
1,0.6364469457989876,1
1,0.7194116849852824,1
1,0.6051852739293806,1
1,0.7495418719362829,1
0,0.2766818878526431,0
1,0.7861920641088399,1
1,0.8412249299653287,1
0,0.25647605885210323,0
0,0.28126927654672834,0
0,0.3185640331848212,0
1,0.6250248916983725,1
1,0.8797634068154992,1
0,0.20398414195138437,0
1,0.7442651148124371,1
1,0.6266003485754211,1
0,0.48768845297324953,1
0,0.32767100758245493,0
0,0.2785576319883599,0
1,0.796896202148047,1
0,0.2989872308586913,0
1,0.8461379740264228,1
1,0.8367134880082484,1
1,0.6918287698434971,1
1,0.8745749629313047,1
0,0.32062063659257867,0
1,0.6330905141901437,1
0,0.4033214549700266,0
0,0.2677460435444793,0
1,0.7998925676222955,1
1,0.8619282909405547,1
0,0.3679479867397432,0
0,0.4704129271395039,0
1,0.8613430215075656,1
1,0.8732436644295296,1
0,0.2838920981308078,0
0,0.25479936739667036,0
1,0.7026585883753843,1
1,0.7110065223184295,1
1,0.7744002786213763,1
0,0.34665813776097903,0
1,0.65601753356727,1
0,0.23689584408046438,0
1,0.88622016145261,1
0,0.2349683348721358,0
0,0.3903701207047901,0
0,0.23651449754107534,0
0,0.2240305511432746,0
1,0.8913781174685321,1
0,0.2799281348709137,0
0,0.25767673432293386,0
0,0.21190267105875016,0
0,0.2756818847486594,0
1,0.658899214176374,1
1,0.5752278612946502,1
0,0.41919662348912423,0
0,0.22976210406597772,0
0,0.2783512521667413,0
0,0.226158044393987,0
1,0.7820114316615653,1
0,0.26422724156061056,0
0,0.2872402328945072,0
0,0.20916332779263752,0
1,0.6400723182164636,1
0,0.28565101443275054,0
1,0.6850631469422575,1
1,0.8042672555465462,1
0,0.23149470767209174,0
0,0.20664102572899595,0
0,0.20470005050973103,0
0,0.20796791730913566,0
1,0.8253692559647618,1
0,0.2542467676581359,0
0,0.42691219485410614,0
0,0.19974509732096668,0
1,0.8060925876141068,1
1,0.7972699134145264,1
0,0.243426260737956,0
0,0.21228099815864027,0
1,0.6864594170922537,1
0,0.37524718437372273,0
1,0.7413458312523037,1
1,0.6923023716560617,1
0,0.23502801506644622,0
1,0.7372053004898653,1
1,0.5194888454154281,1
0,0.32017623454560024,0
1,0.7071798800455045,1
1,0.797239841774427,1
0,0.46479388703825303,1
1,0.7538781194522269,1
0,0.2798840814320911,0
0,0.2168119286739229,0
1,0.8406440307955435,1
1,0.8532454246731007,1
1,0.8051238185090753,1
0,0.2665743667620578,0
1,0.8005274270928099,1
1,0.6347388430704792,1
0,0.2451803066101926,0
0,0.22380552951369226,0
0,0.26784510520064647,0
1,0.799123821791587,1
1,0.7491414379056957,1
1,0.712508350182167,1
0,0.2112904657351202,0
0,0.2037352452574675,0
1,0.7463750377718651,1
0,0.35002392120116105,0
1,0.7993180946476747,1
1,0.5397247921560272,1
0,0.3341005202430188,0
1,0.8773364933203198,1
0,0.21712447062975046,0
1,0.6220817861822512,1
0,0.37994197207442587,0
1,0.8998758062447908,1
1,0.8914019455320197,1
0,0.2692875583661458,0
0,0.2355158580214864,0
0,0.3994589168159036,0
1,0.7357605255028083,1
0,0.2323079576765623,0
1,0.6596203587858266,1
1,0.6687932093896352,1
0,0.2242240734390177,0
0,0.2335391718123053,0
1,0.7454857528599825,1
1,0.822414750251727,1
0,0.32414116410709454,0
0,0.23950362201329387,0
0,0.34987280523402775,0
1,0.6660549717156924,1
0,0.232657082921463,0
1,0.7123881621631502,1
1,0.636754982537441,1
0,0.32830386587791266,0
0,0.4047091205417868,0
1,0.7848120341563208,1
0,0.4333763072528766,0
1,0.8790322998826895,1
1,0.7349678439778947,1
1,0.7966897417550325,1
1,0.87231981648444,1
0,0.27828835465348684,0
0,0.20513433846845067,0
0,0.21971878592626712,0
1,0.7712847174096964,1
1,0.898511883515514,1
1,0.6729624054977207,1
0,0.18227459863707168,0
0,0.3922145919575904,0
0,0.24036335809160886,0
0,0.2750742337612957,0
1,0.6513631269579573,1
1,0.7022380368147464,1
0,0.4772420418591324,0
1,0.7941493173479427,1
0,0.2755238600719005,0
1,0.7336356569095358,1
1,0.8896616455159392,1
0,0.15416304064255304,0
0,0.21685145064148054,0
0,0.25741115270573045,0
0,0.2540760948381144,0
0,0.4144368241569035,0
0,0.22092939391958155,0
0,0.3249894029485546,0
0,0.3293586276153782,0
1,0.8922028442937853,1
0,0.43786687580360556,0
1,0.6710153431247883,1
1,0.7450316624988009,1
0,0.2173163870768941,0
0,0.2110168919385628,0
0,0.2451238176111078,0
1,0.8471218881011312,1
1,0.5898051201788451,1
0,0.2958424857002875,0
1,0.6474305664916841,1
0,0.44231815809272734,0
0,0.23232091419149117,0
1,0.5857366383962439,1
0,0.30076918996847624,0
1,0.8665807649932873,1
0,0.32709804329159203,0
1,0.8743495550188279,1
0,0.1951884937557595,0
1,0.7144693036540644,1
0,0.2535961912241994,0
0,0.28424525622777785,0
1,0.7737876211413908,1
1,0.6778188414401113,1
0,0.21282965835397977,0
1,0.739457665217397,1
1,0.6496081257125025,1
1,0.9086958475277459,1
1,0.795958183832893,1
1,0.8932802334087455,1
1,0.8372272597199222,1
1,0.743422459386442,1
1,0.8195942681737791,1
1,0.6484262389611949,1
0,0.2718952754673697,0
0,0.29815409726912967,0
0,0.2387034541249492,0
0,0.19981850671658288,0
0,0.2122767364663254,0
1,0.6548248680585664,1
1,0.6100037602749235,1
1,0.8868516354134997,1
1,0.8894369699019622,1
1,0.7281323694747377,1
0,0.36030164400106846,0
0,0.26650753821974543,0
1,0.6638582700262231,1
1,0.7832198161457598,1
0,0.44728360759519736,0
0,0.17569293314785045,0
1,0.7013970178412159,1
0,0.26259106233446206,0
0,0.22778696519087205,0
0,0.4191805897328082,0
1,0.6334649017875297,1
1,0.8412068192919107,1
0,0.18091202847497986,0
1,0.7345060915277232,1
0,0.23843692531063587,0
0,0.21299801416672287,0
0,0.25684801795851614,0
0,0.24888469045449774,0
0,0.22897995302380433,0
1,0.853895008020727,1
1,0.7059420865280537,1
1,0.8952607361874542,1
1,0.655591914646734,1
1,0.6720954424998251,1
0,0.2200263231923881,0
0,0.22031155518907405,0
1,0.8000096299329735,1
0,0.35835621403763573,0
0,0.3032788019602241,0
0,0.26867605517947113,0
0,0.19332684580206,0
0,0.28425638258902763,0
0,0.3359146369180692,0
0,0.23135392707749589,0
0,0.35568399317163596,0
1,0.6392881207783419,1
1,0.7054933216519598,1
1,0.8129722062502949,1
1,0.9065696073173986,1
1,0.7027559069466791,1
1,0.8648854257842531,1
1,0.6109614393501788,1
1,0.6627461349709672,1
0,0.18565041821891415,0
1,0.7998298389808223,1
1,0.7265749184748906,1
1,0.7697459727816753,1
0,0.4837541474210111,0
1,0.7292568586190323,1
1,0.7016252485322589,1
0,0.2202063548404169,0
0,0.20739895999686675,0
1,0.5440760296630194,1
0,0.284833435128491,0
1,0.873250456518374,1
1,0.800707035513215,1
1,0.7290671834030367,1
1,0.8844853991693151,1
0,0.22930019644034572,0
1,0.6922553701891471,1
0,0.43423073753665525,1
0,0.242200147868325,0
0,0.21684218147300027,0
0,0.199379633518881,0
0,0.2216715498296431,0
1,0.739457665217397,1
0,0.20065149475675825,0
0,0.18216189511200218,0
0,0.23825840432040796,0
1,0.8196931749408821,1
1,0.8272989302594834,1
0,0.24029112991948082,0
1,0.7523648340065533,1
0,0.19574800106168308,0
0,0.22524446660023245,0
1,0.8146538374662139,1
1,0.7576823571124172,1
1,0.8480382865678291,1
1,0.7484634014675103,1
1,0.7358690124651589,1
0,0.290416527289338,0
1,0.8724611887207202,1
0,0.22087975245030023,0
1,0.8680074144486603,1
1,0.8082685548499147,1
1,0.8563875338330996,1
0,0.16744164319513907,0
0,0.29623659675730535,0
1,0.889646674239397,1
0,0.3693903026200801,0
0,0.21576314663544405,0
1,0.8255169544965361,1
1,0.8912992560921147,1
1,0.7188930500506217,1
0,0.24617563705927792,0
0,0.1804858337417228,0
1,0.6789127713531815,1
1,0.8495128758290086,1
1,0.7171673934154417,1
0,0.2311069452331532,0
0,0.2686825437475394,0
0,0.44016545882722596,1
1,0.7314456443000128,1
0,0.3081233614925886,0
1,0.6552459608227358,1
1,0.7034495187902867,1
0,0.32015451441594395,0
1,0.8464038061094082,1
1,0.8743495550188279,1
1,0.8907029341967929,1
0,0.18884905004801816,0
0,0.4017685662099082,0
0,0.364061458912089,0
0,0.3061843604371802,0
0,0.3321712554650085,0
0,0.2140692940027175,0
0,0.2672152402981735,0
0,0.46545861383636505,0
1,0.6412003304810195,1
1,0.7387857160133332,1
0,0.22549690034947606,0
1,0.7660739538130418,1
0,0.19422608169389385,0
0,0.37891484565724626,1
0,0.29069320812140276,0
1,0.7001564547768515,1
1,0.8808194843407736,1
1,0.9104180614600175,1
0,0.20355861525088098,0
1,0.8169027900844328,1
1,0.7639597776165998,1
0,0.20231761500592957,0
0,0.3324190783158389,0
0,0.24984685723894887,0
1,0.7776733445283697,1
0,0.3570728373004695,0
0,0.19146130390476557,0
0,0.19801749542048253,0
0,0.3783521404426181,0
1,0.6572323745903043,1
1,0.8182840961729755,1
0,0.26925685434332824,0
1,0.6965606803337426,1
0,0.376107446612964,0
1,0.657216162364421,1
1,0.6920590999986248,1
1,0.6803303354692005,1
1,0.8823707541894806,1
1,0.6643657600622995,1
1,0.6314280179547602,1
1,0.7681051060186074,1
0,0.2595311545004976,0
0,0.4655244090447814,1
1,0.6886837187289223,1
0,0.1741305279088429,0
0,0.28170971467304884,0
1,0.7058777143175422,1
1,0.8875875734511749,1
0,0.22675348406131543,0
0,0.2785620324496204,0
0,0.27574969436523183,0
0,0.2311898618216567,0
0,0.20464366459434824,0
0,0.4958088118688215,1
0,0.23927131703053195,0
1,0.7302616552524044,1
1,0.7487294774029937,1
1,0.7216921549057589,1
1,0.8027350590517384,1
0,0.24215786249266358,0
1,0.8885386564867309,1
0,0.22831710555339477,0
0,0.18760921248445736,0
1,0.8127090712662987,1
0,0.25557731047037285,0
1,0.8821121108438915,1
0,0.44134180597103456,1
0,0.29915528561761456,0
0,0.34740738284718065,0
0,0.23037752857124744,0
1,0.6464668263533687,1
0,0.27471054282743146,0
0,0.28811981783552054,0
0,0.3804703104493579,0
0,0.4205104177320239,0
1,0.8176446288775719,1
1,0.8572675645194336,1
1,0.7193424700221214,1
1,0.8738008970802279,1
1,0.7890160817813026,1
0,0.24233883844520704,0
